151,1094,178,-315,950,98,425,-769,-170
154,942,173,-153,995,133,414,-775,-166
196,882,197,-49,1037,183,408,-782,-156
187,863,231,-103,953,248,397,-790,-146
149,828,278,-241,718,263,379,-800,-145
167,815,276,-372,533,167,366,-808,-146
150,956,271,-772,427,127,354,-809,-155
117,956,272,-1552,336,1,340,-811,-189
54,835,301,-1986,354,-203,336,-799,-230
23,979,291,-2484,616,-374,333,-782,-282
-30,777,294,-2512,1121,-531,339,-756,-339
-131,658,454,-2084,1463,-403,355,-733,-377
-175,613,538,-2116,1634,-335,373,-710,-407
-281,676,565,-2089,1796,-455,395,-677,-436
-412,723,642,-1871,1853,-364,423,-646,-450
-380,578,635,-1165,1817,-353,448,-621,-451
-436,713,621,-883,1884,-330,466,-605,-450
-462,685,703,-1495,2100,-84,487,-586,-437
-523,701,796,-1957,1951,350,501,-557,-435
-543,499,768,-2023,1888,763,509,-527,-436
-534,345,799,-2033,1848,837,515,-503,-432
-722,349,797,-1942,1728,710,521,-476,-433
-765,470,807,-1777,1437,747,530,-448,-435
-714,384,787,-1475,1153,859,538,-432,-431
-683,366,702,-1398,1078,921,551,-423,-428
-731,331,622,-1790,1259,1037,562,-403,-433
-814,279,764,-2181,1188,1135,571,-389,-439
-761,130,710,-1702,949,1127,583,-375,-448
-711,132,596,-966,974,944,595,-368,-451
-758,105,652,-1057,1017,807,612,-370,-440
-750,36,716,-728,753,639,625,-367,-435
-783,12,691,-330,496,500,633,-366,-434
-780,64,679,-260,370,311,637,-370,-430
-791,114,666,-272,260,255,640,-371,-429
-807,62,683,-293,179,125,648,-367,-433
-827,81,683,-207,36,86,647,-369,-434
-829,48,667,-111,-68,-14,651,-369,-436
-836,46,689,67,-240,-107,652,-364,-440
-816,19,663,253,-424,-279,645,-366,-448
-848,-53,746,738,-814,-561,631,-371,-458
-904,20,765,1278,-1437,-764,615,-372,-472
-954,55,764,1554,-1990,-848,596,-386,-487
-969,179,781,1894,-2484,-876,560,-411,-504
-814,168,640,2160,-2613,-918,518,-438,-528
-716,77,627,3079,-2835,-1097,467,-488,-528
-678,186,472,3919,-3112,-1067,429,-551,-507
-435,406,420,4271,-2841,-688,398,-610,-472
-312,493,359,4462,-2592,-560,372,-678,-404
-283,666,374,3987,-2243,-336,356,-735,-330
-287,899,396,3391,-1956,-341,346,-780,-259
-283,972,278,3044,-1521,32,347,-809,-193
-209,930,256,3334,-1088,290,349,-828,-126
-103,968,331,3496,-916,270,349,-845,-49
4,987,284,3015,-815,263,359,-846,32
-55,1014,272,2542,-808,84,373,-839,104
-95,1152,287,2031,-830,326,380,-834,150
-46,1080,351,1005,-841,282,385,-822,178
-41,974,288,365,-877,68,397,-815,183
-98,955,258,-117,-879,-76,409,-811,171
-120,952,244,-516,-1086,-243,427,-800,144
-115,912,227,-400,-1318,-388,449,-790,114
-117,967,175,-186,-1541,-381,469,-779,91
-99,983,105,-111,-1681,-356,490,-765,61
-86,953,101,40,-1676,-269,506,-751,33
-21,1039,70,310,-1638,-154,512,-741,3
-1,857,208,388,-1647,-34,519,-732,-16
27,962,188,522,-1758,101,523,-726,-36
82,899,213,282,-1723,206,517,-725,-61
45,826,256,48,-1657,254,513,-723,-90
21,890,284,311,-1644,100,512,-719,-116
91,1070,177,506,-1500,-24,505,-719,-138
164,1317,50,255,-1065,227,506,-716,-152
246,1214,-111,-394,-491,439,498,-716,-171
232,1001,-119,-940,71,473,488,-718,-194
272,1019,-98,-1131,250,286,488,-712,-215
193,1061,-41,-912,194,348,489,-707,-236
190,996,-111,-393,-37,385,484,-706,-255
155,927,-96,-8,-109,408,480,-709,-261
202,901,-77,39,-75,407,473,-717,-263
248,930,-95,53,99,260,466,-730,-264
231,979,-51,170,252,139,466,-736,-263
233,1047,-56,157,526,83,472,-740,-256
188,1096,-18,110,827,46,475,-749,-247
143,1087,-9,161,1021,109,485,-757,-230
164,1082,-6,163,1203,179,497,-769,-207
183,948,27,84,1276,185,502,-783,-187
265,906,-32,244,1446,206,509,-797,-165
328,899,-9,245,1579,241,519,-813,-134
337,830,-21,320,1637,86,525,-834,-103
258,900,-7,438,1622,-52,541,-853,-60
95,951,17,399,1654,-66,560,-875,-18
2,869,67,230,1555,-353,578,-896,20
-112,925,86,-609,1467,-745,614,-913,45
-296,954,98,-1467,1467,-750,656,-930,43
-568,807,222,-1009,1176,-837,694,-950,40
-518,1042,183,-596,846,-815,745,-962,42
-488,1185,68,-440,910,-498,787,-970,46
-490,1072,183,148,782,-220,809,-987,70
-358,1081,226,240,589,-201,827,-995,96
-280,1045,247,183,432,-143,839,-1002,124
-206,950,227,128,422,-95,844,-1011,138
-148,856,227,17,584,-181,852,-1013,153
-221,948,211,-197,486,-115,868,-1020,168
-212,1041,219,-363,445,47,872,-1031,170
-203,980,182,-190,395,92,871,-1040,170
-248,1023,263,-325,346,51,874,-1051,175
-371,993,308,-242,146,152,868,-1065,167
-421,970,304,-236,48,301,857,-1073,159
-434,813,245,-23,54,272,848,-1078,154
-539,947,227,119,101,490,829,-1077,152
-610,903,124,-44,50,723,804,-1073,147
-492,844,136,-43,153,670,773,-1061,146
-417,644,264,-70,356,258,748,-1035,147
-177,365,185,674,614,-483,747,-996,167
158,228,97,2135,856,-1259,764,-925,234
497,474,-1,3629,789,-1976,804,-822,347
597,959,-15,3423,328,-2195,867,-696,450
534,1121,-335,1325,234,-2319,924,-566,514
92,1422,-461,-162,685,-1958,971,-462,555
-512,1330,-344,-136,126,-1496,1011,-360,607
-908,1384,-360,1037,-492,-675,1045,-280,639
-1071,1326,-350,2082,-846,399,1062,-231,652
-1053,1121,-239,2792,-611,1118,1069,-191,666
-807,1004,-74,2461,-66,1157,1061,-166,688
-456,890,-325,1434,339,833,1053,-159,710
-570,793,-169,1027,-53,734,1041,-165,730
-371,766,-102,1019,-628,632,1040,-170,728
-325,750,-361,-369,-903,198,1056,-182,702
-506,769,-551,-1340,-280,-218,1070,-201,679
-636,936,-94,-1278,-181,13,1075,-227,658
-544,679,-245,-286,-424,22,1079,-247,638
-342,921,-396,-374,-380,48,1081,-259,621
-367,757,-741,-804,3,42,1084,-271,607
-1404,138,83,-862,-141,-393,1085,-279,601
-810,360,-252,714,-463,-477,1090,-251,569
-928,624,-129,542,-398,-596,1096,-206,549
-797,596,-172,-59,-422,-903,1103,-181,530
-557,407,-95,178,-592,-1096,1113,-146,502
-507,571,-181,348,-941,-1295,1124,-97,463
-577,808,-337,239,-1338,-1237,1133,-48,411
-635,704,-485,801,-1437,-1084,1143,-13,357
-574,289,-290,1756,-1631,-1599,1148,31,303
-769,961,-496,2081,-1693,-1482,1139,89,239
-576,1056,-451,2227,-1565,-968,1123,126,174
-93,1227,-453,346,-809,-698,1111,142,134
-171,801,-127,-944,-628,-887,1108,142,125
-354,510,75,-223,-964,-1548,1108,165,111
-529,404,331,-1748,-1081,-1684,1103,206,91
-936,653,223,-1793,-1411,-1958,1094,259,60
-1091,523,-123,-2965,-610,-1220,1086,308,59
-1032,169,0,-2174,-17,-509,1087,325,84
-913,455,-111,-1306,352,31,1090,332,104
-1004,533,-23,-982,356,108,1102,332,132
-1071,422,-27,-729,496,367,1118,327,161
-1058,322,139,149,255,281,1141,310,190
-841,626,7,658,172,480,1149,299,197
-745,460,55,79,141,168,1148,292,199
-893,370,75,-338,45,-126,1156,287,209
-992,295,106,-421,58,-87,1164,286,224
-1102,259,154,-510,41,-177,1173,288,238
-1039,469,92,-247,-63,-183,1181,294,245
-999,610,63,-214,19,-62,1192,303,251
-1029,543,44,-195,84,-8,1202,302,262
-1086,515,-13,-86,94,34,1209,297,267
-1099,393,-49,92,75,83,1217,288,271
-1156,384,-38,89,111,5,1219,284,276
-1202,319,5,192,144,-178,1217,288,284
-1190,534,72,120,40,-265,1212,299,286
-1211,547,50,321,-11,-87,1206,306,283
-1266,656,17,673,181,-54,1193,311,276
-1284,670,-5,73,471,-139,1173,308,283
-1228,784,73,-610,535,175,1146,293,300
-1052,850,1,-564,436,709,1119,259,313
-862,1217,-85,-481,867,1602,1088,201,327
-876,660,-68,-741,920,1483,1060,127,361
-845,817,-56,-1292,867,1470,1025,64,380
-840,767,-117,-2005,890,1902,993,-5,394
-846,483,-109,-1968,737,1989,963,-81,403
-863,432,-75,-1617,548,1872,936,-146,405
-866,473,-104,-1253,327,1793,913,-208,401
-905,588,-187,-1092,208,1908,894,-262,396
-874,692,-219,-1229,327,2141,874,-319,392
-692,636,-135,-1660,287,2140,849,-388,386
-529,554,-17,-1711,217,1888,826,-454,374
-410,492,83,-1052,-33,1489,806,-515,356
-323,452,107,-175,-315,1059,792,-552,344
-203,440,110,145,-398,496,789,-570,338
-165,478,70,-31,-409,51,794,-575,333
-349,770,-19,-464,-190,-232,802,-575,326
-567,853,-5,-933,-7,-117,802,-568,322
-506,1366,86,-1441,82,431,797,-589,303
-303,1241,294,-1705,73,966,781,-628,279
-135,895,395,-1147,-201,890,759,-668,254
-54,879,387,-731,-304,748,740,-701,231
-77,841,433,-1058,-412,529,717,-736,203
-90,610,440,-1206,-579,282,703,-757,169
-136,465,414,-760,-593,-59,695,-771,140
-285,455,518,-572,-611,-668,696,-769,113
-650,390,546,283,-714,-1173,711,-750,102
-937,593,388,1176,-674,-1127,720,-722,106
-1017,454,59,487,-54,-1093,732,-689,118
-817,792,476,-835,554,-743,745,-660,122
-589,904,1033,-861,261,-686,750,-639,103
-645,662,823,293,-334,-520,757,-624,89
-785,546,404,1451,-295,-461,761,-607,102
-641,621,414,736,-49,-623,769,-590,118
-587,580,434,-102,268,-906,785,-571,131
-476,647,545,-111,323,-926,800,-545,142
-473,564,597,534,69,-748,813,-519,152
-460,911,489,415,-209,-596,823,-497,160
-363,847,267,-280,-43,-200,832,-487,160
-435,613,294,-269,97,-261,834,-479,161
-465,825,410,99,-8,-1,831,-477,163
-322,783,365,225,-212,205,829,-474,159
-401,606,412,665,-320,254,819,-482,151
-530,857,446,870,-663,191,814,-479,143
-489,556,455,2470,-950,197,810,-473,149
-403,571,311,4078,-1228,26,813,-457,159
-330,849,168,3522,-994,51,812,-435,174
-224,816,89,2021,-565,159,814,-421,178
-403,656,47,1229,-352,-33,809,-415,178
-411,871,-18,-768,-54,-26,806,-413,171
-314,500,-27,-586,260,-264,806,-412,157
-406,756,133,-30,376,-393,803,-409,159
-339,880,120,-340,323,-375,800,-406,150
-401,952,132,-385,469,-169,804,-404,146
-446,919,208,-422,482,-90,804,-406,143
-306,1139,273,-933,608,137,803,-414,136
-386,1174,361,-1571,661,468,797,-432,123
-419,1114,286,-1365,724,483,792,-465,98
-694,971,419,-1684,588,578,780,-495,71
-880,786,285,-833,304,661,767,-514,47
-977,979,431,-511,31,525,761,-534,23
-1018,740,326,-209,-172,505,755,-545,0
-965,852,508,-50,-96,159,756,-548,-11
-829,849,668,318,-319,-118,762,-540,-10
-648,746,388,703,-274,-136,767,-531,2
-708,654,129,412,181,-483,777,-506,29
-879,715,306,-255,330,-770,786,-468,55
-823,626,334,-299,141,-1137,799,-419,80
-654,728,290,-285,349,-1170,813,-363,110
-616,838,345,-119,507,-1068,825,-314,137
-545,694,305,171,367,-1188,830,-265,166
-630,560,151,384,391,-1678,837,-207,200
-777,953,156,222,692,-1520,819,-145,235
-526,683,209,-693,933,-913,809,-116,267
-733,265,419,210,603,-1618,803,-73,297
-786,793,254,840,426,-1621,791,-15,318
-774,858,297,367,398,-883,775,22,334
-705,499,239,426,238,-998,766,51,349
-682,688,153,489,303,-864,758,79,361
-767,638,268,386,175,-755,752,105,368
-817,687,219,349,-23,-539,747,127,374
-759,497,111,320,97,-417,747,144,373
-816,358,34,522,218,-597,744,159,378
-870,501,18,328,371,-766,732,186,389
-907,655,92,-108,403,-487,726,204,401
-893,533,175,41,292,-195,720,212,408
-854,442,128,389,248,-209,713,223,413
-921,679,191,246,299,-281,707,234,424
-970,707,222,-79,123,-37,707,240,426
-1098,696,311,353,-331,465,711,243,424
-1172,936,372,772,-1112,1291,739,235,398
-1286,1341,157,358,-1194,2478,785,191,360
-1358,1686,400,-1126,-1088,3976,859,83,328
-1001,1216,488,-1354,-1306,4765,903,-82,279
-577,708,201,-303,-1527,4733,894,-245,220
-235,497,198,107,-1142,4102,865,-394,170
101,492,386,-1027,-867,3353,813,-516,129
33,561,234,-2199,-947,2238,756,-631,54
-197,432,-30,-2204,-523,1279,718,-691,-3
-279,331,-326,-1842,231,111,713,-706,-38
-671,387,-157,-1170,1136,-747,722,-707,-40
-1024,546,47,-174,1300,-1176,746,-688,-10
-1167,103,-59,935,1153,-1455,756,-652,36
-1064,1246,846,314,583,-819,773,-619,72
-411,890,989,-808,-189,155,783,-616,72
-509,82,377,257,-100,-301,780,-617,68
-826,457,309,607,433,-648,789,-605,94
-849,735,493,-424,606,-583,795,-588,108
-751,779,523,-1179,678,-402,802,-579,116
-655,620,565,-1263,606,-405,809,-570,132
-569,449,533,-703,545,-786,821,-552,142
-578,597,446,-145,617,-1032,835,-525,163
-554,768,502,-200,721,-1153,837,-499,177
-637,572,314,50,813,-1064,847,-465,211
-633,719,336,505,927,-1027,860,-428,258
-580,823,501,-1,886,-925,857,-397,290
-511,648,361,-44,760,-938,854,-369,323
-612,623,386,523,626,-1026,844,-335,345
-613,743,388,624,404,-889,839,-302,365
-653,635,327,559,367,-758,837,-268,387
-724,647,457,515,335,-750,828,-239,401
-666,761,659,352,-104,-621,821,-219,399
-625,510,530,698,-248,-480,819,-197,399
-806,648,483,604,-315,-373,823,-177,393
-869,566,428,224,-309,-243,827,-164,386
-636,784,412,53,-288,67,827,-157,377
-642,517,387,-28,-523,-60,828,-156,361
-571,571,361,338,-248,259,834,-162,346
-719,394,339,70,3,8,834,-163,350
-759,385,301,-74,204,-75,834,-157,355
-845,504,421,-97,248,-97,831,-154,362
-852,694,520,-44,126,32,829,-150,367
-966,740,523,1,-168,368,833,-157,370
-887,700,484,-408,-255,628,839,-177,360
-967,821,638,-851,-420,890,842,-195,346
-1071,987,779,-731,-1032,1615,849,-238,308
-904,778,733,-93,-1593,2025,856,-292,250
-512,873,616,1347,-1740,2408,868,-352,189
-148,944,555,2466,-1452,3181,852,-422,151
127,915,436,2204,-1045,3694,808,-507,135
303,860,369,1150,-638,3734,760,-606,131
266,702,271,-396,-283,3377,699,-707,108
106,438,192,-1249,-233,2594,631,-812,65
30,356,202,-1118,-272,1436,585,-872,9
-238,369,71,-428,-132,269,570,-905,-45
-744,895,196,471,-393,-210,573,-929,-59
-730,942,157,851,-541,-315,582,-940,-58
-570,698,276,1387,-590,-549,588,-938,-41
-550,635,417,2360,-895,-827,611,-936,-1
-446,915,358,2989,-905,-720,648,-926,55
-221,1382,201,1227,-380,-436,675,-909,104
-94,1065,331,-1060,136,-514,692,-903,90
-208,947,395,-885,233,-475,718,-882,82
-242,953,454,-310,47,-214,727,-878,70
-422,845,266,384,-162,-129,730,-880,55
-663,1146,243,102,-161,265,734,-873,66
-733,1161,299,-371,-147,789,722,-875,65
-561,1143,359,-1236,-78,1045,697,-882,64
-355,984,357,-1733,406,854,669,-882,36
-308,822,455,-1634,900,519,641,-877,7
-209,695,399,-1425,1256,-76,626,-860,-3
-158,764,415,-1486,1552,-678,633,-828,-1
-53,716,413,-1225,1611,-1275,645,-785,6
34,631,214,-189,1905,-1591,669,-737,32
54,719,311,291,2146,-1786,699,-687,79
134,973,377,-530,2175,-1462,713,-639,128
94,544,476,-901,2148,-1392,719,-604,162
44,723,463,-463,1822,-1124,721,-564,223
-161,944,565,-771,1698,-831,715,-542,263
-370,1028,706,-1030,1379,-273,698,-540,279
-435,941,651,-926,1028,53,677,-542,303
-430,996,613,-1557,1064,322,650,-559,313
-508,672,608,-1982,1210,408,618,-592,317
-527,835,566,-2071,1292,733,580,-622,319
-623,845,609,-2551,1371,966,533,-654,307
-628,474,616,-1904,1247,991,482,-688,292
-708,330,518,-1080,1135,701,436,-709,295
-678,407,365,-351,1117,149,395,-722,313
-784,773,502,-717,1075,-9,364,-726,327
-733,410,470,-551,959,-56,337,-726,339
-733,342,295,505,911,-331,309,-720,368
-776,621,397,89,1070,-528,284,-714,397
-798,505,409,-399,1049,-533,247,-717,414
-809,367,334,39,1032,-593,218,-717,430
-867,359,389,195,875,-775,195,-717,447
-862,297,267,679,663,-900,179,-719,472
-974,339,114,1301,525,-805,168,-717,508
-1095,608,250,774,375,-456,158,-717,530
-970,628,285,464,233,-229,147,-721,547
-1066,752,518,-221,44,308,133,-724,551
-1303,427,905,-236,-1073,843,144,-723,537
-1538,368,605,788,-2196,1354,188,-716,538
-1637,534,768,1591,-2710,1481,282,-697,529
-1116,661,1163,1013,-3618,1448,403,-687,480
-620,505,1117,793,-4198,759,519,-695,400
-219,548,884,1450,-4686,715,614,-709,286
21,513,819,837,-5058,839,666,-742,150
226,370,581,-101,-5183,489,688,-786,-42
83,145,345,181,-5004,-40,663,-813,-207
-79,249,161,995,-4506,-625,625,-833,-316
-354,208,-33,1850,-3643,-1417,600,-859,-386
-731,662,-230,3111,-1969,-1981,616,-893,-380
