-596,846,-815
-440,910,-498
148,782,-220
240,589,-201
183,432,-143
128,422,-95
17,584,-181
-197,486,-115
-363,445,47
-190,395,92
-325,346,51
-242,146,152
-236,48,301
-23,54,272
119,101,490
-44,50,723
-43,153,670
-70,356,258
674,614,-483
2135,856,-1259
3629,789,-1976
3423,328,-2195
1325,234,-2319
-162,685,-1958
-136,126,-1496
1037,-492,-675
2082,-846,399
2792,-611,1118
2461,-66,1157
1434,339,833
1027,-53,734
1019,-628,632
-369,-903,198
-1340,-280,-218
-1278,-181,13
-286,-424,22
-374,-380,48
-804,3,42
-862,-141,-393
714,-463,-477
542,-398,-596
-59,-422,-903
178,-592,-1096
348,-941,-1295
239,-1338,-1237
801,-1437,-1084
1756,-1631,-1599
2081,-1693,-1482
2227,-1565,-968
346,-809,-698
-944,-628,-887
-223,-964,-1548
-1748,-1081,-1684
-1793,-1411,-1958
-2965,-610,-1220
-2174,-17,-509
-1306,352,31
-982,356,108
-729,496,367
149,255,281
658,172,480
79,141,168
-338,45,-126
-421,58,-87
-510,41,-177
-247,-63,-183
-214,19,-62
-195,84,-8
-86,94,34
92,75,83
89,111,5
192,144,-178
120,40,-265
321,-11,-87
673,181,-54
73,471,-139
-610,535,175
-564,436,709
-481,867,1602
-741,920,1483
-1292,867,1470
-2005,890,1902
-1968,737,1989
-1617,548,1872
-1253,327,1793
-1092,208,1908
-1229,327,2141
-1660,287,2140
-1711,217,1888
-1052,-33,1489
-175,-315,1059
145,-398,496
-31,-409,51
-464,-190,-232
-933,-7,-117
-1441,82,431
-1705,73,966
-1147,-201,890
-731,-304,748
-1058,-412,529
-1206,-579,282
-760,-593,-59
-572,-611,-668
283,-714,-1173
1176,-674,-1127
487,-54,-1093
-835,554,-743
-861,261,-686
293,-334,-520
1451,-295,-461
736,-49,-623
-102,268,-906
-111,323,-926
534,69,-748
415,-209,-596
-280,-43,-200
-269,97,-261
99,-8,-1
225,-212,205
665,-320,254
870,-663,191
2470,-950,197
4078,-1228,26
3522,-994,51
2021,-565,159
1229,-352,-33
-768,-54,-26
-586,260,-264
-30,376,-393
-340,323,-375
-385,469,-169
-422,482,-90
-933,608,137
-1571,661,468
-1365,724,483
-1684,588,578
-833,304,661
-511,31,525
-209,-172,505
-50,-96,159
318,-319,-118
703,-274,-136
412,181,-483
-255,330,-770
-299,141,-1137
-285,349,-1170
-119,507,-1068
171,367,-1188
384,391,-1678
222,692,-1520
-693,933,-913
210,603,-1618
840,426,-1621
367,398,-883
426,238,-998
489,303,-864
386,175,-755
349,-23,-539
320,97,-417
522,218,-597
328,371,-766
-108,403,-487
41,292,-195
389,248,-209
246,299,-281
-79,123,-37
353,-331,465
772,-1112,1291
358,-1194,2478
-1126,-1088,3976
-1354,-1306,4765
-303,-1527,4733
107,-1142,4102
-1027,-867,3353
-2199,-947,2238
-2204,-523,1279
-1842,231,111
-1170,1136,-747
-174,1300,-1176
935,1153,-1455
314,583,-819
-808,-189,155
257,-100,-301
607,433,-648
-424,606,-583
-1179,678,-402
-1263,606,-405
-703,545,-786
-145,617,-1032
-200,721,-1153
50,813,-1064
505,927,-1027
-1,886,-925
-44,760,-938
523,626,-1026
624,404,-889
559,367,-758
515,335,-750
352,-104,-621
698,-248,-480
604,-315,-373
224,-309,-243
53,-288,67
-28,-523,-60
338,-248,259
70,3,8
-74,204,-75
-97,248,-97
-44,126,32
1,-168,368
-408,-255,628
-851,-420,890
-731,-1032,1615
-93,-1593,2025
1347,-1740,2408
2466,-1452,3181
2204,-1045,3694
1150,-638,3734
-396,-283,3377
-1249,-233,2594
-1118,-272,1436
-428,-132,269
471,-393,-210
851,-541,-315
1387,-590,-549
2360,-895,-827
2989,-905,-720
1227,-380,-436
-1060,136,-514
-885,233,-475
-310,47,-214
384,-162,-129
102,-161,265
-371,-147,789
-1236,-78,1045
-1733,406,854
-1634,900,519
-1425,1256,-76
-1486,1552,-678
-1225,1611,-1275
-189,1905,-1591
291,2146,-1786
-530,2175,-1462
-901,2148,-1392
-463,1822,-1124
-771,1698,-831
-1030,1379,-273
-926,1028,53
-1557,1064,322
-1982,1210,408
-2071,1292,733
-2551,1371,966
-1904,1247,991
-1080,1135,701
-351,1117,149
-717,1075,-9
-551,959,-56
505,911,-331
89,1070,-528
-399,1049,-533
39,1032,-593
195,875,-775
679,663,-900
1301,525,-805
774,375,-456
464,233,-229
-221,44,308
-236,-1073,843
788,-2196,1354
1591,-2710,1481
1013,-3618,1448
793,-4198,759
1450,-4686,715
837,-5058,839
-101,-5183,489
181,-5004,-40
995,-4506,-625
1850,-3643,-1417
3111,-1969,-1981
3877,-1594,-1403
2687,-1233,-480
-116,-996,-37
-58,-721,-334
901,-278,-873
306,120,-797
427,231,-822
704,363,-685
-531,321,97
282,261,489
758,464,294
-543,755,89
-397,505,115
491,154,273
294,206,139
-373,427,78
285,78,200
765,-437,427
417,-367,794
515,-359,967
1286,-307,921
1036,267,928
558,638,964
1079,819,736
1132,549,371
342,386,-169
-273,555,-839
-741,823,-1471
-970,1192,-2084
-807,1488,-2512
-498,1740,-2736
-247,2057,-2483
-407,1799,-2106
-1749,1423,-1677
-3324,1507,-1194
-4311,1979,-1006
-3271,1767,-592
-2343,1823,-248
-2391,1883,132
-2942,1802,118
-2399,1700,-125
-1499,1282,-626
127,508,-1133
597,187,-1010
1409,18,-1010
2044,8,-767
507,88,-875
-8,217,-691
545,101,-740
1358,-241,-468
123,-161,-156
-150,-528,28
1026,-997,128
707,-1533,601
699,-1959,997
986,-2198,1196
790,-2388,1491
739,-2030,1740
1013,-1712,1350
1613,-1527,599
2064,-1512,-348
1997,-1665,-1476
2268,-1881,-2486
2656,-2182,-3305
2923,-2590,-3982
3019,-2884,-4615
3605,-2913,-5197
4915,-2694,-5295
6204,-2436,-4702
6251,-2284,-3527
4651,-2272,-2550
2837,-2118,-1806
2150,-1979,-1413
2384,-1999,-1219
3145,-2066,-1137
3793,-2184,-1067
3923,-2195,-1013
3606,-2098,-954
3103,-1880,-1033
2603,-1537,-1064
2334,-1166,-1095
2196,-751,-1158
1891,-408,-1039
1431,-187,-1035
946,14,-1061
706,138,-1070
618,287,-1055
511,322,-986
683,240,-1071
897,204,-1199
1004,247,-1363
918,249,-1438
680,235,-1368
436,215,-1224
224,213,-1051
114,148,-930
25,25,-676
-45,24,-446
18,40,-272
-167,134,-121
-686,266,203
-1437,318,821
-1748,65,1760
-1316,-523,2679
-694,-795,3082
367,-1130,2933
1442,-1156,2689
1898,-989,2559
1867,-711,2487
1331,-302,2282
443,162,1961
-342,414,1717
-635,502,1487
-481,489,1239
-240,438,1043
73,429,873
357,277,977
295,121,1054
393,153,953
1070,283,849
1078,233,635
891,206,591
736,574,708
485,920,699
150,1052,417
-357,928,85
-581,819,-65
-826,677,-37
-889,515,-68
-803,398,-80
-371,285,-247
183,78,-437
332,-69,-499
-133,-11,-328
-608,166,-169
-486,169,-230
-313,227,-212
-389,272,-178
-489,235,-40
-639,398,51
-989,558,-19
-1211,530,134
-1162,254,74
-1394,-6,-207
-1645,-292,-474
-1205,-315,-744
-314,-318,-1474
-69,-184,-1923
303,132,-1652
727,158,-1136
271,278,-798
-520,504,-1123
129,123,-963
687,-525,-317
1828,-923,-283
2686,-1200,-30
2765,-799,731
760,-68,1776
-705,18,2002
194,-127,2042
1114,-193,1937
885,-380,1768
-114,-744,1646
-911,-1196,1508
-864,-1269,1344
-682,-1287,1140
-2284,-1382,1084
-2447,-1196,1053
-1868,-1187,1131
-1045,-1003,1115
-1192,-815,1069
-1479,-875,1040
-564,-1244,874
662,-1786,1014
-213,-1769,1268
-494,-1617,1423
-197,-1459,1444
-370,-1346,1342
-64,-863,731
131,14,-20
-77,720,-623
-413,1324,-520
302,1765,-603
827,1031,-680
1305,201,-677
1097,-369,-470
1160,-287,-441
1245,0,-391
1369,159,-697
1371,286,-923
1094,298,-1325
1331,152,-1810
567,712,-1681
-157,1219,-1559
-598,1677,-895
-116,1409,-383
240,916,-25
-7,807,260
54,701,321
-236,603,-375
94,1304,-313
-51,770,4
-404,104,94
-114,-96,32
-32,-4,251
-893,47,588
-1532,68,814
-1265,479,786
-223,792,364
728,731,58
97,117,107
-587,-418,330
-905,-863,873
-583,-964,1017
-338,-856,732
-630,-322,386
718,-3,-258
2183,515,-281
1369,773,-190
404,419,-12
279,470,102
384,605,-42
498,740,-146
1190,864,-447
800,1218,-883
-912,305,-2515
-2825,-582,-2675
-2846,-1544,-1796
117,-3331,-2827
4976,-4155,-4789
4405,-1836,-5254
-494,860,-4754
-3416,2600,-3537
-2088,2317,-2665
-1011,2917,-1250
-1464,2637,-1461
-1199,2518,-1408
-863,1361,475
-1522,-234,2946
-1857,-543,1331
-894,-140,217
-972,-581,957
825,-267,650
-1452,-12,427
-69,-604,-175
1475,-998,-420
1434,-1576,-104
1812,-1872,116
2615,-1902,238
3072,-1218,283
2678,-736,478
1290,-1381,133
194,-1279,262
437,-624,696
1381,-672,862
3502,-72,1446
4936,568,2017
5177,1278,2477
3746,1744,2766
-610,1672,2825
-891,1181,2474
50,1038,1524
-1276,1375,791
-1471,1641,458
-920,1275,96
-842,783,257
-1093,558,683
-810,577,990
-855,576,1108
-1032,447,1345
-1220,510,1457
-1703,595,1400
-1917,697,1296
-1921,675,1243
-2012,785,1122
-2026,786,859
-1573,968,668
-1123,1076,481
-933,980,468
-1231,746,473
-1550,614,369
-1773,423,336
-1481,242,184
-963,36,-122
-484,-63,-265
-153,-289,-408
-57,-367,-382
-479,-445,-279
-715,-637,-408
-597,-813,-752
-284,-970,-1292
213,-1066,-1864
307,-1011,-2237
58,-1219,-2276
-210,-1676,-2223
-464,-1994,-1911
-665,-1937,-1473
-741,-1611,-896
-771,-1141,-286
-850,-692,192
-974,-528,341
-1252,-418,375
-883,-180,289
-483,-126,53
-221,-212,-110
72,-139,-307
369,-97,-468
485,160,-470
657,242,-466
853,290,-735
1341,215,-1203
1775,95,-1429
1891,2,-1403
1413,165,-1462
1497,-30,-1559
1944,-248,-1552
2140,-166,-1554
1989,-101,-1370
1386,-96,-1156
979,-74,-872
930,-55,-686
461,-66,-354
233,22,-192
255,158,26
-493,192,445
-1056,65,826
-953,55,1129
-608,203,1350
-584,343,1531
-417,416,1513
-442,-24,1326
-303,-439,1043
-89,-192,700
-75,-72,759
-17,82,584
-176,715,487
193,1098,151
426,1053,-156
454,847,-182
238,907,-332
458,680,-350
519,541,-554
433,583,-781
161,369,-840
249,-73,-773
639,-38,-723
557,99,-609
456,122,-570
566,104,-715
540,4,-697
641,-104,-732
800,-227,-632
720,-325,-403
493,-480,-280
311,-597,28
-124,-686,204
-436,-491,438
-469,-65,672
-381,214,862
-303,314,916
-301,488,830
-184,685,942
-530,907,1147
-737,450,1083
-502,172,1127
-402,-118,929
-274,-9,781
-258,209,688
-54,465,431
-136,109,146
-105,-198,-70
-94,-192,-380
-700,-32,-370
-1156,648,-137
-245,612,73
883,280,139
705,168,145
333,117,-19
301,116,-208
220,241,-278
86,322,-204
69,309,-195
37,510,-117
-264,738,-33
-742,885,73
-531,985,87
310,520,-8
571,220,-164
378,465,-376
-125,443,-689
-779,-802,-2428
-529,-1992,-4734
-41,83,-5404
3250,1307,-4148
10352,-1865,-3734
16213,-1519,-5290
-578,-634,-4456
-7111,440,-1067
1205,658,-547
202,789,385
-334,564,169
-716,301,-16
-628,4,-135
1174,-253,719
1998,79,1816
827,559,1961
71,1485,1704
-465,2498,1430
-683,3013,1708
-226,2901,1363
1216,1849,1301
2986,1287,1458
1782,1248,1235
-391,1068,547
-22,393,85
678,-166,-337
197,-362,-783
-474,-392,-1136
-1095,-608,-1311
-1518,-1003,-1461
-1125,-1355,-1516
-1397,-1694,-1798
-1383,-1701,-2086
-1282,-1561,-2257
-1907,-1339,-2436
-2021,-1016,-2246
-2427,-694,-2087
-2431,-271,-1433
-2029,22,-536
-1263,110,55
-1553,-239,85
-2072,317,834
976,19,320
856,-237,780
-143,197,1029
-835,477,1176
-1488,292,892
-1018,229,608
145,-70,475
676,-351,302
683,-140,546
-29,113,582
-505,133,618
-261,1,400
-472,-220,173
-425,-226,-122
-709,-213,-350
-1012,-262,-495
-1244,-307,-661
-1223,-142,-967
-517,-278,-961
-39,-455,-833
392,-249,-775
-555,-100,-639
-12,-42,-294
-39,-174,23
-96,310,371
309,-351,107
2336,-455,171
1535,-214,422
2737,-785,799
4946,-684,206
5191,65,-201
3153,599,-178
1908,689,-233
924,609,-439
271,686,-668
-460,626,-537
-410,492,-606
-35,498,-1023
-1410,675,-1159
-2247,698,-827
-1690,718,-426
-1203,680,444
-1619,13,1210
-2377,-1131,1533
-1981,-1332,2200
-828,-1483,2999
387,-1435,3708
579,-446,3981
-783,671,3510
-85,1324,2663
1552,1359,2166
2586,1600,1592
3813,1308,1071
2574,901,244
1770,796,-598
989,682,-1223
118,1206,-953
68,1383,-403
952,1119,-267
700,783,-223
-556,736,-38
-1543,706,-151
-2204,611,-67
-2063,430,-502
-566,267,-687
113,564,-335
-535,617,311
-754,600,743
-760,486,1010
-1125,439,1336
-1988,431,1600
-2435,204,1838
-1657,81,1870
-778,248,1556
-1064,573,1174
-1206,395,1390
-458,271,1550
62,157,1475
337,5,1147
68,144,987
-279,273,762
84,178,354
41,36,-80
-429,-425,-204
-373,-529,-453
-221,-556,-514
-214,-666,-592
-496,-452,-599
-592,-309,-270
-136,-218,-20
-254,-145,311
-241,40,364
-137,242,337
-85,363,217
-60,263,74
92,161,-90
149,-30,-154
222,-111,-191
388,-239,-216
467,-296,-380
271,-227,-364
150,-120,-311
80,-18,-244
153,76,-170
272,80,-46
315,-71,59
209,-279,87
23,-363,79
-31,-310,44
-168,-91,58
-272,45,70
-328,128,58
-257,116,135
-148,60,90
41,84,58
175,264,83
291,365,133
401,300,33
321,256,-119
231,324,-239
255,358,-337
421,233,-401
419,207,-386
376,210,-353
300,33,-383
488,155,-386
762,193,-433
544,223,-501
330,390,-558
648,412,-515
252,175,-381
220,-141,-280
297,-318,-208
434,-500,-233
598,-633,-333
956,-736,-503
864,-321,-491
590,-573,-442
936,-812,-569
1529,-675,-766
1800,-506,-825
1690,-374,-680
1319,-556,-478
1132,-650,-365
851,-616,-135
368,-608,79
17,-581,414
-558,-566,560
-858,-497,623
-749,-340,560
-898,-157,654
-1223,66,678
-989,286,790
-646,545,983
-837,652,1152
-1311,810,1363
-1522,1240,1292
-1830,1596,1022
-2157,2074,734
-2688,1999,825
-2703,1520,797
-2392,1098,576
-2212,668,392
-1996,162,137
-1465,-42,-3
-613,53,-154
-421,-294,58
-510,-139,283
-524,357,184
-481,867,-19
-577,818,-44
-98,618,-256
354,536,-267
222,656,-173
-71,796,-127
-76,713,-145
245,576,-275
87,344,-148
163,118,-79
399,92,-140
477,-593,-146
965,-1706,-260
1976,-2035,-364
1991,-2332,-677
1216,-2499,-1408
587,-2197,-1982
657,-1367,-2517
932,-344,-2866
918,217,-3069
1089,286,-2660
1953,162,-2024
3048,318,-1486
3638,581,-877
3493,917,-393
2526,1436,45
663,1578,495
441,1544,891
168,1119,1347
477,930,1317
-201,557,1418
-705,97,1338
-1587,13,934
-2003,-21,605
-1454,54,288
-1004,102,37
-1067,99,-148
-1133,-93,-236
-1067,-314,-158
-561,-452,-277
60,-486,-352
254,-596,-479
216,-594,-671
537,-464,-1049
1114,-145,-1312
844,-43,-1414
756,-198,-1453
897,-335,-1336
505,-338,-924
42,-229,-683
107,-228,-622
361,-236,-758
553,-377,-567
439,-407,-355
278,-309,-219
128,-250,-81
139,-329,108
-904,-75,461
-2019,239,403
-2002,769,389
-2492,726,425
-3046,694,681
-3307,953,660
-3282,958,332
-3068,914,-183
-2407,936,-934
-1360,915,-1608
351,976,-2126
1508,799,-1765
1462,741,-1328
306,643,-150
-1735,587,103
-965,468,97
1431,-205,413
3088,-700,672
2419,-455,1473
663,119,1892
385,42,1643
745,-31,1250
439,-274,509
-701,-310,-25
-314,-765,-305
-57,-1090,-48
-391,-721,105
-637,-355,255
-816,-338,300
-438,-421,130
39,-670,98
-148,-860,154
-312,-990,146
-54,-1358,-1
351,-1786,-77
885,-2159,-219
1360,-2204,-214
1640,-1980,-222
1589,-1578,-174
1331,-992,-59
1079,-289,-131
558,128,-107
476,253,-140
655,70,-205
814,-132,-242
598,-185,-241
207,-219,-411
119,-122,-497
407,397,-848
-216,-2,-373
-1098,141,-8
-1026,-166,245
-286,-437,252
76,-559,193
343,-589,34
555,-698,1
630,-737,-2
648,-921,16
799,-1205,220
547,-1278,297
322,-1233,417
45,-1080,532
214,-1139,513
253,-1270,580
285,-1221,542
134,-1004,374
-281,-896,508
-1003,-1078,603
-1280,-1289,568
-965,-1495,356
-360,-1588,207
-151,-1446,208
-261,-1336,392
-393,-1190,582
-597,-916,691
-187,-530,823
31,-105,832
8,65,586
-110,265,186
-113,420,-70
196,659,-220
15,787,-435
-443,838,-581
-592,810,-579
-849,800,-565
-1089,790,-768
-919,674,-1260
-508,808,-1290
-684,1140,-950
-1299,1534,-159
-1483,1705,437
-1065,1620,557
-369,1544,632
-23,1667,692
-71,1923,836
-376,2107,949
-610,2146,1065
-590,2093,1166
-523,2122,1213
-715,2029,1158
-937,1873,972
-991,1724,880
-968,1523,792
-620,1654,531
-335,1880,238
-1096,1250,39
-638,739,-296
379,701,-771
784,422,-371
1663,539,-235
1499,624,-195
1072,574,-556
921,577,-777
6,384,-697
-163,501,-441
-149,314,-252
-50,132,-241
-260,100,-297
-1318,47,-163
-1237,-336,-365
-390,-351,-510
-821,72,-416
-1119,156,-626
-953,299,-790
-1392,480,-364
-1747,870,106
-1520,1427,464
-1307,1894,690
-1487,2320,823
-1874,2440,1087
-1842,2559,1397
-1719,2724,1778
-1549,2671,2068
-1555,2645,2287
-1604,2560,2383
-1119,2639,2580
-557,2694,2501
-494,2637,2248
-532,2608,2026
-507,2535,1785
-769,2461,1539
-1345,2253,1418
-1630,1986,1357
-1568,1748,1292
-1118,1530,1122
-628,1466,900
-278,1383,620
-115,1283,359
71,1237,71
81,1264,0
-18,1155,-6
-179,955,4
-351,809,66
-434,609,120
-675,343,122
-724,459,30
-252,542,5
349,377,-38
337,112,52
34,-102,-60
-52,181,35
-604,415,258
-1087,461,363
-1106,358,626
-995,412,646
-1005,402,507
-1047,402,457
-855,404,526
-644,393,659
-691,566,869
-857,640,851
-983,794,734
-554,923,509
-34,979,242
322,743,205
563,507,90
797,189,-59
757,94,-374
362,481,-564
-582,882,-458
-2149,1099,-131
-3241,1259,81
-2376,1226,133
-766,1024,-27
-113,870,-86
-235,794,-152
-662,787,-61
-488,710,32
-235,688,97
-745,842,212
-1422,1166,366
-2105,1226,597
-2631,1354,733
-2796,1436,815
-2412,936,951
-861,550,1381
314,274,1336
539,-153,1163
1371,-357,704
2066,-274,443
1191,-266,307
149,-39,136
-52,68,191
229,69,125
525,826,299
-460,1007,334
-454,1050,453
-238,558,826
90,576,1133
103,903,1546
-543,1062,1777
-894,1425,2215
-849,1323,2353
-415,1096,1928
302,606,1529
832,415,1496
585,497,1360
452,753,1277
213,1254,1356
-456,1524,1326
-625,1311,1117
-760,1264,1235
-1076,1208,828
-1119,1141,498
-926,1251,144
-1478,1035,432
-1685,855,131
-1257,238,137
301,-458,18
2038,-753,58
1808,-606,-61
790,-357,-195
985,-205,-204
1068,23,-222
458,-34,-382
145,-27,24
19,-9,-23
430,-89,-53
748,-77,-147
768,13,-445
951,-252,-561
1132,-307,-386
797,115,436
-54,301,1098
-34,-200,1142
700,-478,1067
1190,-793,495
1141,-889,-206
1179,-936,-958
996,-1093,-1644
513,-1271,-2308
631,-1242,-2840
1197,-1198,-2897
1654,-1378,-2625
1415,-1685,-2233
1546,-1392,-1885
1845,-1090,-1239
1602,-1018,-765
722,-774,-616
108,-67,-353
-43,133,-108
403,219,373
1289,160,412
2119,69,132
2885,15,86
2401,28,354
1880,-181,532
1087,84,674
783,258,430
482,462,255
27,426,61
-102,635,139
-380,532,-68
-826,576,-133
-929,645,-99
-997,515,-4
-890,318,24
-671,114,57
-533,21,-120
-1245,-91,-229
-1150,-298,-116
-538,-288,-125
143,-796,10
480,-821,708
479,-530,970
446,71,1227
16,749,1506
-819,1035,1525
-1208,1124,1639
-945,1187,1933
-493,1367,1805
-541,1444,1511
-624,1158,918
-117,1025,679
273,446,199
155,-116,-60
-137,-654,-319
531,-655,-529
958,-656,-629
474,-336,-515
85,-131,-376
144,6,-176
150,4,-104
-45,-21,-120
-377,-261,-47
-219,-584,-20
66,-957,-245
-305,-1242,-374
-1110,-1362,-547
-1168,-1024,-259
-732,-796,68
-151,-582,178
461,-338,-66
241,-265,-199
619,-190,-355
1147,-58,-426
452,-197,-327
375,46,-319
330,288,-271
316,492,-155
-38,620,-219
-353,778,-158
-70,814,26
56,663,182
-235,561,228
-535,486,0
-647,533,-356
-327,353,-542
-229,300,-447
-289,-101,-264
195,-491,-117
232,-575,60
152,-734,39
245,-732,5
196,-484,7
-135,-351,-115
-292,-179,-152
-94,-53,-65
-132,158,-9
-287,309,89
-250,406,170
-391,534,145
-366,325,-54
102,343,-172
-191,47,-84
28,-20,160
-265,-251,-86
-183,-461,-393
464,-561,-163
37,191,400
-1242,884,736
-1883,1254,548
-1722,1914,471
-802,2238,230
74,1900,-304
1139,1567,-630
1596,1546,-780
902,1555,-1064
961,946,-892
1852,443,-580
350,-410,-422
436,-1143,-562
-159,-1816,-521
-241,-1883,-320
-554,-1369,-124
-700,-888,204
-569,-459,589
-389,-131,631
-2,-61,757
256,-179,793
688,-426,876
598,-563,974
-73,-985,661
-473,-1126,123
-730,-1015,-540
-1457,-1017,-1186
-2117,-516,-1992
-2753,-472,-2483
-1880,-390,-2715
-422,-414,-2241
227,-916,-1892
764,-935,-1262
514,-850,-647
-22,-538,-146
-844,-141,274
-1225,4,519
-1210,-129,624
-798,-369,571
-290,-480,716
33,-631,784
-21,-567,642
-494,-329,567
-906,-120,403
-1115,77,334
-991,115,302
-1293,377,-257
-2983,737,-554
-2019,723,-446
-829,646,-754
-1264,125,-352
-104,-125,25
438,-205,236
265,-350,391
581,-274,429
140,-150,341
-47,-217,472
203,-114,808
37,408,1036
-93,882,1067
-442,1215,1160
-810,1322,1175
39,1298,1379
923,1268,1505
1083,1303,1575
